# NIKKE 第24章 转录
视频ID: xliJaykqwkA
[01:41:38] います
[01:41:56] 久しぶりだな
[01:41:59] 人間アークで会えるなんて神無だよ楽しく
[01:42:06] 元気に過ごしてた
[01:42:15] かそりゃ残念だ
[01:42:21] な3人ですかそちらラピでしたっけ私を
[01:42:27] バックアップして
[01:42:28] ください時間を稼いでみますいや
[01:42:33] バックアップはあなたがしてなんですって
[01:42:37] エニックはいアークから地上へ向かう室用
[01:42:41] エレベーターの1番近いものをマーキング
[01:42:43] して私とドロシーがヘレティックと
[01:42:47] トーカティブをそこに追い込むから最高
[01:42:49] 速度で地上へげた後エレベーターとルート
[01:42:52] を爆破してその作戦は実行不可能ですいや
[01:43:00] できる指揮官必ず私を見つけて
[01:43:04] [音楽]
[01:43:06] くださいコード解放サブジェネレーターを
[01:43:10] 限界まで稼働シークレットボディフル
[01:43:14] アクティブ認識終了コードネームレッド
[01:43:19] フードフルアクティブ
[01:43:23] 発動限界時間まで10分以降ボディーの
[01:43:27] 主導源を譲渡十分よあなたそれは一体行く
[01:43:34] わ
[01:43:38] よふざけた
[01:43:43] [拍手]
[01:43:45] [音楽]
[01:43:49] こと
[01:43:51] 何ここれは
[01:44:02] 一体なんだなんだこれ何ですか
[01:44:09] [音楽]
[01:44:15] あなたありがたく使わせてもらうわ
[01:44:26] ここから出ていき
[01:44:34] [音楽]
[01:44:36] なさいドシ行き
[01:44:49] ます私が遅れる
[01:44:53] あとはお願い地上射出用エレベーター
[01:45:02] オープン射出し
[01:45:16] ますエレベーター室完了地上到達ルートを
[01:45:23] て封鎖しますヘレティック2期及び
[01:45:27] トーカティブをアークから排出しまし
[01:45:33] [音楽]
[01:45:36] た報告はそれで全部かはい全部お伝えし
[01:45:42] ましたよあ分かった2人の具合はどうだ
[01:45:48] 少しクラクラする以外は問題ないですよ
[01:45:53] も大丈夫ですいやよかっ
[01:45:56] た2人ともご苦労だった休んでくれでは
[01:46:01] 失礼しますねお疲れ様でしたお疲れ様でし
[01:46:06] たあ
[01:46:09] ああ
[01:46:12] うんニヒリストがアークに乱入した途端
[01:46:16] ドロシーが乱入したニヒリストはドロシー
[01:46:20] により撃墜されMMRに想されたドロシー
[01:46:25] がMMRに向かいしばらくしてニヒリスト
[01:46:30] インディビリアトーカティブが復活した
[01:46:34] 偶然にしてはあまりに
[01:46:38] も
[01:46:40] エニックはいドロシーとニヒリストが手を
[01:46:45] 組んでいるという可能性は前後の状況から
[01:46:49] 判断した場合その可能性は高いです
[01:46:53] アーク転覆という同じ目的を持っている
[01:46:57] 可能性もありますただしまだ確定事項は何
[01:47:02] もありませんそうか意見をありがとうご
[01:47:08] 提案がありますなんだヘレティックの再
[01:47:12] 侵入に備えなければなりません分かって
[01:47:16] いるしかし今のアークの状態は壊滅的だ
[01:47:22] 備える余裕があるかどうか私に計画があり
[01:47:26] ます今回の事件により物理的な攻撃力が
[01:47:32] 不足していることが明らかになりました
[01:47:35] アークに内蔵されている自立兵器は突発
[01:47:39] 事態において何の役にも立ちませんでした
[01:47:43] 企画外の突発事態に対応できる戦力が必要
[01:47:48] です自立兵器を増やせということか違い
[01:47:52] ます
[01:47:53] 2家の制作を提案いたします
[01:47:57] うん2家なら今も制作し
[01:48:01] て私が設計及び運用する2家の制作をご
[01:48:07] 提案します2家の制作に必要なデータは
[01:48:12] 十分です運用も可能です許可さえ
[01:48:16] いただければ制作完了まで1週間の予定
[01:48:21] です来るつもりだ2期です制作目的は
[01:48:27] アークの防衛に向けた圧倒的な戦力の確保
[01:48:32] です
[01:48:34] ふよし許可しよう今回の事件で人間も
[01:48:40] たくさん死んだが多くの2を失った防御
[01:48:45] 手段は多いほどいい
[01:48:50] だろう地上へ向かった5人のは今のところ
[01:48:54] 追跡不可能だまだ帰還していないという
[01:48:57] ことは何かあったに違いないドロシーと
[01:49:01] ラピを探しに行くの
[01:49:07] か
[01:49:09] よしではピルグリムの追跡ということにし
[01:49:12] ておこうどこから始めるつもり
[01:49:16] だそうか方法については任せよう
[01:49:30] その通りだお前は色々な意味でラピを探す
[01:49:35] ことになるだろう私の口からお前に言う
[01:49:38] ことはできないがなアークが大騒ぎになる
[01:49:41] かもしれないな
[01:49:44] 何せ重要な気密
[01:49:48] だそれは問題ないだろう
[01:49:53] トップシークレットなんだ私が漏らすわけ
[01:49:56] にはいかないだが特殊別動体が自力で
[01:50:00] 突き止めたならそれは機密が留出したわけ
[01:50:04] では
[01:50:05] ないだから問題はないということ
[01:50:10] だそう
[01:50:13] かそれからアンダーソンが目覚めたようだ
[01:50:18] そのうちお前を呼ぶだろうそのつもりで
[01:50:21] いろ
[01:50:26] [音楽]
[01:50:32] やっと少し動けるようになったからっ
[01:50:36] てこの私を呼びつけるんじゃないわ
[01:50:43] よ頭が
[01:50:45] 痛いようこそ
[01:50:49] おいお前なんかが私にを下すってAIの
[01:50:55] 分際でその結果を私が認めると
[01:51:00] 思う私は主演よミリスのCEO
[01:51:06] 主演ミリスがアでどれだけ重要か分かっ
[01:51:10] てる
[01:51:11] でしょ私に何かあったらアークは終わりよ
[01:51:16] 分かるそれをしっかり念頭において判決を
[01:51:21] 下しなさいよ
[01:51:23] 頭が痛いの早く終わらせ
[01:51:26] て判決を下します第1ミシリス
[01:51:32] インダストリーの利益のためにラプチャー
[01:51:35] をアーク付近に意図的に呼んだこと第2
[01:51:40] 指揮科にあるエキゾチックの管理をおろか
[01:51:44] にしアークテロを防げなかったこと第3
[01:51:49] エキゾチック部隊の追跡過程で
[01:51:53] 証拠隠滅のために舞台の2家を個人的に
[01:51:57] 破壊しようとしたこと第4指揮科にある
[01:52:02] ワードスの管理をおろかにし通称
[01:52:06] シェルター事件を防げなかったことこれに
[01:52:09] よりアークに膨大な人的物的資源の消失を
[01:52:15] もたらしたこと蒸気の事実をもに過去の
[01:52:20] 事例を調査した結果
[01:52:23] 参考となる事例はありませんでしたその
[01:52:26] ため独自に判断を行い次のように判決を
[01:52:31] 下します早く終わらせてお金なら払うから
[01:52:37] 家で休ませて
[01:52:39] よミシリスインダストリーの
[01:52:43] CEO主演を2家にするただしその頭脳は
[01:52:49] アークに多大な利益をもたらすため
[01:52:53] 記憶消去は実行しないただし傲慢な行動と
[01:52:58] 思考は問題を起こす可能性が高いため妊婦
[01:53:03] で強制する2家となった主演からはミリス
[01:53:08] インダストリーのCEOの職位を剥奪特殊
[01:53:13] 別動体カウンターズの指揮化に配置する
[01:53:18] 以上ですはあ
[01:53:22] なんですっ
[01:53:26] [音楽]
[01:53:33] てくそ
[01:53:35] くそな何なんだよあれは落ち着いて
[01:53:40] ください落ち着けるわけねえだろ私たちを
[01:53:45] 復活させるという目的は達成したじゃない
[01:53:49] ですかプライドをズタズタにされたんだだ
[01:53:52] ぞしまには逃げちまったし死んだふりをし
[01:53:57] てずるずる引きずられた時点でプライドは
[01:54:01] すでに捨てていたのでは
[01:54:05] お前それ以上喋んなすみませんおいお
[01:54:12] しりなんだあいつほら
[01:54:16] あのなんで髪が赤くなって強くなったんだ
[01:54:21] 私もよくらん初めて見たんだわから
[01:54:28] ないそれで終わりかわからない調べてこ
[01:54:35] いって言ってんだ
[01:54:40] よたがこの雑誌は遠回しに行っても通じよ
[01:54:47] しねその言葉は使わない方がいいなんだよ
[01:54:54] 使ったらどうなんだ
[01:54:59] よおいお前ら俺に感謝しろよ今この場にい
[01:55:07] られるのはこの俺が武装パーツを食わせて
[01:55:11] やったからなんだぞアークの奴らに
[01:55:14] あちこち解剖されて死ぬはずだったお前ら
[01:55:18] が俺のおかげで今ここにんだだから調べて
[01:55:25] こいあいつについて調べてこい私はお前の
[01:55:31] 手下じゃない私が使えるのはクイーンだ
[01:55:37] けど何言ってんだクイーンはお前の存在
[01:55:42] なんて知らねえぞそれでも構わない私は
[01:55:49] あの方に救われれたのだから行場を失い
[01:55:54] 死にかけていた私を生まれ変わらせてくれ
[01:55:57] たのはクイーンだだから私に命令できるの
[01:56:04] はクイーンのみお前では
[01:56:11] ない
[01:56:12] ああはいはい素晴らしい中神だなところで
[01:56:20] ニス武装の再生が遅いですねんまあそうだ
[01:56:27] なやっぱコアパーツだからな時間かかん
[01:56:31] だろ繰り返すが俺はそのコアパーツをお前
[01:56:37] らを生かすために使ってやったんだその
[01:56:41] ことを忘れんじゃねえぞ
[01:56:45] うんそうですか武装パーツがないのですね
[01:56:51] トーカティブ
[01:56:52] なんだお腹が空きません
[01:56:59] かそうだ
[01:57:02] な言われてみれ
[01:57:05] ば腹が減っている気が
[01:57:11] する何言ってんだお前
[01:57:18] ら
[01:57:20] うせろにづく
[01:57:24] うせろ
[01:57:34] よ
[01:57:51] あJA
[01:58:02] [音楽]
