# NIKKE 第27章 转录
视频ID: AJgeaw4EyNI
[01:26:01] て使えなくなるはずすけど問題ないっす
[01:26:05] 理論上はそうかもしれませんがそれを実行
[01:26:08] に移せる人がどれだけいますかな
[01:26:13] んなんでできないすか一番確実で安全な
[01:26:17] 方法すよハンマリングし死んだことは
[01:26:22] 終わりですかなないすね私もないので
[01:26:26] わかりませんが簡単にただ部品を外すよう
[01:26:30] にはいかないと思いますぞ逆転の勇子と
[01:26:35] カウンターズの皆さんならそういう経験が
[01:26:38] あるかもしれませんねあるわ私も
[01:26:44] はあ
[01:26:46] やはり私はありませんねそれだけすごいと
[01:26:51] いうことですが
[01:26:54] ではハンマリング氏に教えてあげて
[01:26:57] くだされ死ぬのがどれほど難しいことか
[01:27:02] 自らの意思で選択するのは難しいはずよ
[01:27:07] でしょたやすいことではないのですよ
[01:27:12] うそっす
[01:27:15] かそういう状況になったことがないから
[01:27:18] わからないっすね実際に体験すればわか
[01:27:21] るっす
[01:27:23] かね番いいのはそういう状況を作らない
[01:27:27] ことだと思いますその通りっすあらかじめ
[01:27:31] 想定しておいてこそ本当に最悪の状況に
[01:27:35] なった時に対処できるってものです
[01:27:39] ぞいくら頭の中で考えてあっても本当に
[01:27:44] 最悪の状況になったら何もできないもの
[01:27:47] です
[01:27:48] よ事前の想定通りとはきませんしおお
[01:27:54] そんな状況があったんですかな聞かないで
[01:27:59] ください言うのも辛くなる話ですしそれは
[01:28:03] 秘密ということでどうか
[01:28:08] うん仕方ありません
[01:28:11] なシフティこの先には何があるの旧時代の
[01:28:16] 都部がありますかつては中規模の貿易都市
[01:28:20] だったはずですがこれといった特徴は
[01:28:23] なかったようですね
[01:28:27] ね不明です現在の進行ルートも地図にない
[01:28:32] ものですから少し気になるとすれば都市の
[01:28:36] 外炎部に何か大きなものが描かれている
[01:28:39] ことでしょうか肉眼で確認しない限り判断
[01:28:44] は困難かと考え
[01:28:47] ますはい
[01:28:51] [音楽]
[01:29:01] わこれってまさか全部ラプチャーす
[01:29:06] かそのようですなエネルギーを吸いつくさ
[01:29:10] れて死んでおります
[01:29:13] がどうかしましたかなこのラプチャーたち
[01:29:18] の同線が気になり
[01:29:20] ます何かがおかしくて
[01:29:24] いうことですかな前に進むほどラプチャー
[01:29:28] の残骸が増えています倒れている方向など
[01:29:32] から考えて私たちの後ろに向かっていた
[01:29:36] ようです先ほどオペレーター様がこの狭い
[01:29:40] 道の向こうに中規模の都市があったと言い
[01:29:44] ましたよねこ
[01:29:46] れって満員電車みたいだなとどうして急に
[01:29:52] 電車の話になるすか
[01:29:55] えっと通勤の時間帯には多くの人が電車に
[01:30:00] 乗りますよねホームに集まった人が列車の
[01:30:04] ドアが開いたら一斉に駆け込みます
[01:30:07] もみ合いになって大変ですラッシュアワー
[01:30:11] とも言います
[01:30:12] ねその時に人が一番多く固まる場所が列車
[01:30:18] のドアの左右なんですそこを抜けた少数の
[01:30:22] 人たちから先に列車の中に入ることになり
[01:30:26] [音楽]
[01:30:34] ますその通りですやはり指揮官様は話が
[01:30:39] 早いですねそれで気になっていることは
[01:30:45] なぜラプチャーがどこか広い場所では
[01:30:49] なくこの狭い道に駆け込まとしたのか
[01:30:58] そうとしか考えられませんこの向こうで
[01:31:02] 何かが起きてラプチャーたちはこの狭い道
[01:31:06] を通って逃げ出そうとしていたのだと思い
[01:31:09] ます指揮官転がっているラプチャーですが
[01:31:14] 脚部を始め移動に必要な部位を破損して
[01:31:17] いるものが多いようですお互いに
[01:31:20] ぶつかり合ったか踏み合いたかだと推測し
[01:31:23] ますラプチャーが
[01:31:26] 逃げ出すそんなメカニズムがあるんですか
[01:31:29] なラプチャーにちょっと質問があるっす
[01:31:34] そもそもラプチャーは何のために逃げたっ
[01:31:37] す
[01:31:37] [音楽]
[01:31:40] か皆さん前方3の方向です壁を見て
[01:31:46] ください特に変わった点は見当たらない
[01:31:49] けどどうかしたのクリスタルが動いている
[01:31:53] ようですラプチャーの残骸と他の
[01:31:56] クリスタルに隠れて見えにくいですが少し
[01:32:00] ずつ接近してい
[01:32:03] ますなんですっ
[01:32:05] て本当にクリスタルに足が生えたん
[01:32:09] でしょう
[01:32:14] かこっちに来てるっすか皆さん少しお静か
[01:32:19] に
[01:32:29] [拍手]
[01:32:41] 暇
[01:32:45] ます全員構えて
[01:32:49] [音楽]
[01:32:59] 状況終了だ倒せましたかな
[01:33:04] ええもう機能停止してるわクリスタルの光
[01:33:08] が消えたっ
[01:33:17] す確認してみます
[01:33:21] な本当にもう動きませんかな間違いな
[01:33:27] いっす了解ですぞハンマリングしちょっと
[01:33:32] 手伝ってもらえますかな開けてみますゆえ
[01:33:39] うし中はズボです
[01:33:42] な通り道がたくさんありますぞ
[01:33:47] 通り道そうですなクリスタルが私の手を
[01:33:51] 通ってコアに侵入しようとしたは覚えて
[01:33:54] ますかなあの時と同じ痕跡ですぞこちらは
[01:33:59] もう少し太いですかなクリスタルが中を
[01:34:03] 通った道がそのまま残ってます
[01:34:07] ぞ全部コアに向かって伸びてますな
[01:34:12] うコアもかなり損傷してます
[01:34:18] な
[01:34:20] うわかりませんぞこれは
[01:34:24] なちょっと待ってくださいっすもうすぐ
[01:34:28] 連絡が来るっす連絡どれからですかな
[01:34:33] ボタニックガーデンからの通信妖精です
[01:34:36] 接続しますごげよボタニックガーデンの
[01:34:41] フローラでございますハンマリング様から
[01:34:45] 状況は全て伺いました発見された
[01:34:48] クリスタルが植物に似た特性を持っている
[01:34:52] ようですねあれ外部に情報を出していいん
[01:34:56] ですか
[01:34:58] あはい地上探索は秘密作戦ではありません
[01:35:04] 現在作戦を遂行できる部隊が特殊別動隊の
[01:35:08] 他にないというだけですそうだったんです
[01:35:15] か実物を拝見するのが1番ですがそうも
[01:35:20] いきませんのでハンマリング様からの情報
[01:35:23] を元に推測いたしましたひとまず
[01:35:27] クリスタルが植物であると見立ててお話し
[01:35:30] させていただきます詳しくはサンプルを
[01:35:33] 調査するか実際に拝見するまで分かりませ
[01:35:36] んがそのクリスタルが生えたラプチャーは
[01:35:41] ラプチャーに規制していたクリスタルが
[01:35:43] 外気を破って発言したものと思われます
[01:35:47] 規制した
[01:35:50] えクリスタルは分すなわち
[01:35:54] エネルギーを吸収する性質があるようです
[01:35:57] ラプチャーがサーバントやマスター級の
[01:35:59] 場合コアは相対的に見て小さいもの
[01:36:03] です持っている養分が少ないとも言えます
[01:36:07] ねつまり過ラプチャーであればエネルギー
[01:36:11] を一方的に吸いつくして終わり捕食して
[01:36:15] しまうようなものでございますねしかし
[01:36:19] 今回のラプチャーの原型はロード級巨大な
[01:36:24] エネルギーを持っています長くゆっくりと
[01:36:27] エネルギーを吸収した方が一気に吸収して
[01:36:30] 死なせてしまうより都合が良かったという
[01:36:33] ことでしょうね無論これはクリスタルを
[01:36:37] 植物として考えた場合の家庭でございます
[01:36:41] そのような規制は珍しくありませんむしろ
[01:36:45] よくあることでございます植物ではあり
[01:36:49] ませんが中仮装という例もございます
[01:36:53] それではなぜ寄生するのでしょうか単純な
[01:36:58] ことですさらに遠くに移動して繁殖する
[01:37:03] ためでしょう植物は大抵地面に根を貼る
[01:37:07] ものですその場に固定され動けません養分
[01:37:12] がある方へ根を伸ばすことは可能ですが
[01:37:15] とてもゆっくりとした動きになりますです
[01:37:18] から動けるものに種を食べさせたり寄生し
[01:37:22] たりするのです縄張りを広げるための手段
[01:37:26] その通りでございますラプチャーたちが
[01:37:29] 逃げ出したことと関係はあるのでしょうか
[01:37:33] 残念ですがそこまでは分かりかねます植物
[01:37:37] は大人しいものです静かに気づかれずに
[01:37:41] 規制する方が生き延びるために有利ですの
[01:37:44] で宿主を脅かすことはないと思いますが
[01:37:49] 植物ならですよね
[01:37:53] の通り大事なのはそこでしょう植物に似た
[01:37:57] 特性を一部に持ってはいますが外見は植物
[01:38:01] とかけ離れていますので了解情報
[01:38:06] ありがとう参考にするわ
[01:38:08] えお困りの際はいつでもご連絡ください私
[01:38:13] も直接拝見したいところですがアークが
[01:38:16] 余談を許さない状況ですので機会がござい
[01:38:20] ましたら是非地上でおにかかりましょう
[01:38:23] 感謝すしっかり休んでくださいっすはい
[01:38:28] それでは失礼いたし
[01:38:32] ますでは情報を整理しますなクリスタルは
[01:38:37] ロード級のラプチャーにも規制
[01:38:40] できるこの先の都市にラプチャーが
[01:38:43] 逃げ出すような何かがあるでいいですかな
[01:38:49] そうですね情報整理ありがとうございます
[01:38:54] じゃあ早く行くっす揮官このまま進みます
[01:39:01] か
[01:39:03] ラジャいいお考えだと思いますやっぱり
[01:39:07] リスクを犯さないと欲しいものは手に入り
[01:39:10] ませんよねじゃあ扉を開け
[01:39:22] るっせJA
[01:39:31] [音楽]
