# NIKKE 第39章 转录
视频ID: n1YLOO7pJJU
[01:38:59] 見てもいいことなんてありません。ネオンからの連絡は私が取り継ぎます。携帯はしばらく没収です。何のつもりを?あなたのためです。
[01:39:12] 私のこと何か知ってるの?いえ、じゃあさっさと返して私の携帯で何を?
[01:39:22] アニスさん。
[01:39:25] アニスさんですね。
[01:39:27] そうだけど何?
[01:39:31] もう落ち着いたみたい。
[01:39:32] なんで?なんで私を知ってるの?誰?
[01:39:37] お、はい。
[01:39:39] どうして私を知ってるのよ。何か言いたいの?
[01:39:46] あの、すみません。目が覚めたばかりで混乱しているようです。もう戻っても大丈夫ですね。
[01:39:55] あ、はい。
[01:39:58] 待って。
[01:40:01] 言いたいことがあるなら言ってき。あ、はい。
[01:40:10] 気に入らないところを教えてくれたらもっと頑張って。アニス
[01:40:17] 落ち着いてください。この方は看護師さんです。あなたのファンでもアンチでもありません。
[01:40:25] え?あ、ああ。ごめん。本当ごめんなさい。
[01:40:36] ちょっと
[01:40:37] パニックになって。
[01:40:42] 大丈夫ですよ。職業から2件の皆さんとは
[01:40:46] よくお会いするのでどれほど苦労されて
[01:40:49] いるかよく分かっているつもりです。いつ
[01:40:53] も感謝しているんです。ですからお気に
[01:40:56] なさらずごめんなさい。もう動けるよう
[01:41:00] ですから戻っていただいて構いません。気
[01:41:03] をつけてお帰りください。あ、う、うん。
[01:41:09] ありがとう。
[01:41:19] マスタング社長には連絡を入れておきまし
[01:41:21] た。耳に入れておくべきだと判断しました
[01:41:25] ので。ああ。うん。
[01:41:28] の悪いんだけど帽子化してくれない?ちょっと顔をアニスんあ。
[01:41:54] もう、もう無理。
[01:41:57] もう
[01:42:00] 1秒もここにいたくない。
[01:42:03] 分かりました。車を呼びます。アニスマスタング社長からです。
[01:42:13] あ、うん。
[01:42:17] 見せて読んでおきます。約束の場所へとのことです。
[01:42:36] まあ、ヤニス、具合はどうですか?
[01:42:40] 昔のことだからもう大丈夫だと思ってたのに違ったみたいです。見るんじゃなかった。見た途端に昔に戻っちゃって。
[01:42:56] うん。
[01:42:57] 社長、ライブやめてもいいですか?私にはできません。やりたいと思えないんです。あんな人たちのために笑顔で歌って踊るなんてしたくありません。
[01:43:23] 拡張武装スタープリティのボディから生み出された私たちの真の象徴。うん。ま、アニス、まだアークが許せませんか?
[01:43:38] やっぱり私には無理そうです。プリティは全てを抱えてアークの星になったけど私にはできません。
[01:43:48] 聞こえる声がアークの全てではありませんよ。そんなものはごく一部の意見です。
[01:43:56] でも誰も私に私たちに力を貸してくれなかった。あの時の私たちはただのア白のおもちゃだったでしょう。
[01:44:12] なあ。アニス違いますよ。
[01:44:16] スターは確かにました。今も変わりません。
[01:44:21] いいえ、いません。私はアークの星になりたかったんです。でも私を照らしてくれる人はいなかった。星は
[01:44:37] 1人じゃ輝けないんです。
[01:44:39] マイアーニス。傷はキュアーしていないようですね。
[01:44:44] そうです。
[01:44:47] 少しもプロミスは覚えていますか?つかユがアイドルをストップしてプリティが守ろうとしたアークを守ると決めたその時はこの拡張武装をスターを渡すという約束です。
[01:45:05] はい、覚えてます。だから受け取りに来ました。
[01:45:11] イエス。リメンバーしているようですね。
[01:45:15] そう、マイアニス。アークを守る覚悟はできましたか?
[01:45:23] 拡張武装スターをギブすることは実にイージーなことです。イエス。ただ渡せばいいだけですからね。このウェポンはアニス専用と言ってもノーミステイクでしょう。
[01:45:39] 持っていきたいという気持ちになっただけ
[01:45:41] でも随分変わったと考えています。Uは
[01:45:47] バトルフィールドで散る時を待っていた
[01:45:50] だけでしたからね。自分で決めて来たと
[01:45:54] いうだけでベリー感激ですよ。バイアニス
[01:46:01] 私は欲が深いのです。アークのスターを見
[01:46:04] たいという欲が。アークに星なんかあり
[01:46:08] ません。
[01:46:10] ただの暗闇みです。どこを探したってそんなものはないんです。うん。拡張武装スターを渡す条件にチェンジはありません。ファイナルライブを終わらせてください。
[01:46:27] なんでそこまでしないといけないのか分かりません。こんなこと何の関係があるのか。
[01:46:35] Uはアークのスターになるのです。
[01:46:39] アークを守るスターニ
[01:46:41] でも私は
[01:46:44] マイアニス言うならできます。
[01:46:48] 私は守りたくありません。アークなんか守りたくない。
[01:46:58] アニス
[01:47:00] アークなんか大嫌い。こんなもののために命をかけるのも戦うのもいや。
[01:47:06] 守る価値なんてない。
[01:47:10] そう思ってます。分かってます。が人類
[01:47:14] 最後の居場所だってこと守らなきゃいけな
[01:47:18] いって守る価値はあるって分かってます。
[01:47:22] でも
[01:47:25] それでも私は
[01:47:28] 守る気になれない。
[01:47:32] クズみたいな人ばっかり守りたいものも
[01:47:35] ない。アークの星になんかなりたくない。
[01:47:41] ではここへ来たのはただカウンターズの力になりたいからですか?
[01:47:47] そうです。ただそれだけです。仲間に迷惑をかけたくないから。活躍したいから。それが理由です。
[01:48:01] ノーマイアニス。
[01:48:05] まだアンダースタンできていませんね。
[01:48:08] Uはそんな人ではありません。
[01:48:10] 私の何を知ってるって
[01:48:13] 使いを見てください。ま、アニス守るべきものが見えるはずです。
[01:48:21] もう話が通じないんだから。プリティ。
[01:48:37] お戻りですか?うん。ど中問題はありませんでしたか?あ、これさえあればね、携帯はまだ私が預かっています。もういいでしょ。返してよ。
[01:48:56] いいえ。
[01:48:59] ネオンから連絡はまだです。ア里はどうし
[01:49:03] たの?ドロシーについて調査しています。
[01:49:07] 言葉通り情報が何もないそうで頭を抱えて
[01:49:11] いるようです。それで帰って燃え上がって
[01:49:14] いますね。絶対に闇を暴くと目を血ばらせ
[01:49:18] ていました。助けてくれるはずが変な
[01:49:22] ところではまっちゃったわね。多めに見て
[01:49:25] あげてください。
[01:49:27] そういった刺激は最近のアークでは珍しいですから。
[01:49:31] まあそうでしょうね。
[01:49:37] アニス、アークが嫌いですか?
[01:49:40] え?うん。嫌い。
[01:49:45] アークの星になるためにあれだけ頑張っていたのに。
[01:49:50] え、おもちゃにされたからですか?
[01:49:53] あなた何なのよ。私のこと調べた?部隊だからってプライバシーの侵害じゃない?
[01:50:03] まさかそのような個人的理由で権限は使えません。
[01:50:09] じゃあどうして知ってるのよ。
[01:50:15] 当面の間、アニスの携帯は私が管理します。どうしても投稿が気になるなら私に聞いてください。いいものを選んでお伝えします。
[01:50:27] 何それ?
[01:50:28] ご存知かどうかは知りませんが、
[01:50:31] TT
[01:50:31] スターの復活を待ち望むファンは大勢います。全体としてはポジティブなコメントが多いです。
[01:50:38] ですが、それはあなたの視界に入っていない。
[01:50:45] でしたら私が代わりに目となりましょう。アニスはトレーニングをして勘を取り戻すことに集中してください。
[01:50:54] 余計なお世話よ。自分のことは自分でやるわ。
[01:50:58] それができそうにないから言っているのです。実際できないからこうなっています。
[01:51:04] 私はあなたのライブが無事に終わって
[01:51:08] ほしい。そのために来たのですし、全力を
[01:51:12] 尽くすつもりです。頑張ってくれるのは
[01:51:14] ありがたいけど私の意見もちょっと
[01:51:19] 私が仕事でこんなことをしていると思い
[01:51:22] ますか?違うの?私は見たいのです。
[01:51:26] アイドルアニスの華やかなフィナーレはさっきから何なのあなた?そこまで言われると逆に怪しいんだけど。私の友人の話です。その子はいつも勉強ばかりで刺激のない平凡な毎日を送っていました。
[01:51:53] 急に何の話?どうか聞いてください。いつ
[01:51:57] も通りに勉強をして家に帰る途中。その子
[01:52:02] はある肉屋の前で踊っている人たちを
[01:52:05] 見かけました。踏台と言ってもいいぐらい
[01:52:08] 狭いステージの上で観客はせぜ20人ほど
[01:52:14] おせ辞にも売れているとは言えませんです
[01:52:17] が、その子は何に引きつけられたのか足を
[01:52:22] 止めて笑顔でパフォーマンスをするその人
[01:52:25] たちに見入ってしまいました。その中の
[01:52:29] 1人は観客の反応がどうであっても仲間が
[01:52:33] 恥ずかしがっていても堂々と笑顔で踊って
[01:52:37] いました。友人はその1人から目が離せ
[01:52:41] なくなりました。一目で夢中になって
[01:52:44] しまったのです。まさか私
[01:52:48] のこと。その友人は家に帰ってすぐに情報
[01:52:53] を探しました。その人がアイドルという
[01:52:56] ものだったと知り、その日からファンに
[01:52:59] なりました。とても楽しかったそうです。
[01:53:03] 日を覆うごとに成長する姿を見守りながら
[01:53:07] ますます熱心に応援するようになりました
[01:53:09] 。その友人にはある種の才能がありました
[01:53:14] 。ファンメイドの動画を制作する才能です
[01:53:17] 。そのアイドルが挨拶してくれる合成動画
[01:53:20] を作って配布したりしていました。
[01:53:23] コミュニティの反応も上場です。友人はそのアイドルの薬心に貢献できたと思い喜んでいました。それ覚えてるわ。
[01:53:35] 世間的にはまだ売れていると言えないグループでしたが、それでも少しずつ着実に人気を集め始めていました。友人はむしろそれがいいと思っていました。
[01:53:50] 一緒に成長しているような気がしたから
[01:53:53] です。ですが
[01:53:55] 友人の1番好きだったメンバーが
[01:53:58] スキャンダルに巻き込まれました。事実で
[01:54:01] ないことは簡単に分かりますが、大勢の人
[01:54:05] にとってそんなのはどうでもいいことでし
[01:54:08] た。面白いおもちゃが目の前にあるという
[01:54:12] だけです。その友人はどうにかして彼女
[01:54:16] たちの力になりたいと悩みました。やがて
[01:54:20] 積極的に否定しようとしない党の本人を
[01:54:23] もかしく思うようになりました。真実さえ
[01:54:27] 伝えれば全ては勘違いだと分かって
[01:54:30] もらえる。何もかもが元に戻るはずだと
[01:54:34] 友人は信じていました。そして
[01:54:39] 作ってしまったのです。その友人が自信の
[01:54:42] あった合成音声の技術でアイドルが釈名
[01:54:46] するように見せかけた偽物の動画をその
[01:54:50] 結果はそのことを知らなかったアイドル
[01:54:54] 本人が
[01:54:56] 偽動画とは全然違うことを言い出した。
[01:55:00] その通りです。あいつの話はコロコロ
[01:55:04] 変わる。お、嘘つきだ。もうおもちゃで
[01:55:09] すらありません。
[01:55:11] 彼女はアークのサンドバックになりました
[01:55:14] 。こいつは好きなだけ叩いてもいいと。
[01:55:18] 人々があらゆるバリ増言を浴びせ始めまし
[01:55:21] た。結局
[01:55:25] その友人が何より好きだった。キラキラと
[01:55:28] 輝くアークの推しは2度と
[01:55:33] ステージに戻ってきませんでした。ああ、
[01:55:38] あなただったのね。
[01:55:40] あなたがあの友人は衣装を残して自分の人生を終わらせました。
[01:55:49] あ、
[01:55:50] 罪悪感に耐えかねのことです。友人の家は裕福でした。自分を
[01:55:57] 2
[01:55:57] 家にして欲しいという彼女の遺言を叶えられるぐらいに友人は良産型にはなりませんでした。
[01:56:07] 2件になる目的がはっきりとしていたから
[01:56:10] かもしれません。あのアイドルがもしもう
[01:56:13] 一度星になりたいと決心したらその時こそ
[01:56:18] 本当に全てを捧げて彼女を輝かせてあげ
[01:56:23] たい。それから友人は2家としてアイドル
[01:56:27] のその後を負っていましたが彼女は
[01:56:31] 何もかも諦めているようでした。流される
[01:56:35] 水草のようにただ地上を彷徨うだけ。友人
[01:56:40] は地上と無縁の職民に配属されてしまい、
[01:56:45] 何もすることができませんでした。それで
[01:56:48] も待ち続けるつもりでした。彼女が再び
[01:56:53] 輝こうとする時まで。そして
[01:56:57] その機会は巡ってきました。
[01:57:00] 友人は上司に無理を言って悲願であったそのアイドルを助けられる場所にねじ込んでもらいました。
[01:57:11] アニス、私はその子を自分に、そのアイドルをアニスに重ねることにしました。これが私の理由です。スト、その友達はまだ信じてるの?
[01:57:29] もちろんです。
[01:57:30] アークの星はまだ光を失っていません。
[01:57:35] その偶然なんだけど、そのアイドルと私すごく仲がいいの。あの子はアークに星は存在できないと思ってる。みんなを照らして何になるの?自分を燃やして光ったって面白に黒い気をぶち負けるような奴らばっかり。
[01:58:00] そんな人たちのために
[01:58:04] 自分を犠牲にする意味なんかないじゃない
[01:58:07] 。全てを照らす必要はありません。自分を
[01:58:11] 見ている人や自分を好きでいてくれる人に
[01:58:15] 光が届けば十分でしょう。アークの星で
[01:58:18] なくともいいのです。
[01:58:22] 自分だけの小さな星であってもその星が輝いてさえばう、そんな簡単なことじゃないのよ。
[01:58:34] 簡単ではないと分かっていてもそのアイドルは真面目に
[01:58:38] 1
[01:58:38] 歩ずつ進んでいましたですので友人は諦めていません。
[01:58:46] その友達に教えてあげて。
[01:58:49] 他のアイドルを探した方がいいって。
[01:58:52] オニスごめん。
[01:58:56] 1
[01:58:56] 人にしてくれる。え、ゆっくりお休みください。また明日来ます。
