# NIKKE 第35章 转录
视频ID: hXuGXN0BU6Q
[01:24:32] シンデレラ近づくな。
[01:24:34] え、グレイブも。しかもこの大きさです。外見や大きさから考えて普通の生命体の卵ではありません。
[01:24:38] [音楽]
[01:24:44] [音楽]
[01:24:55] 2どころかサーバント級のラプチャー程度
[01:24:59] なら余裕を持って収まりそうです。あれ中
[01:25:04] に何か入ってるのかな?指揮官確認します
[01:25:08] か
[01:25:11] ?迷うのも理解できます。正直なところ私
[01:25:17] も触りたくありません。ラプラスよろしく
[01:25:20] 。
[01:25:21] ヒーローはいつも清潔でないといけないんだ。
[01:25:25] じゃあドレイク
[01:25:27] 怖いから断る。
[01:25:29] 全く。ちょっと待って。動いてるじゃ。
[01:25:31] [音楽]
[01:25:44] [音楽]
[01:26:05] 行くぞ、ドレイク。
[01:26:08] ああ、撃ってやる。
[01:26:10] 動かないで。なんでだ?見て。
[01:26:19] 様子がおかしいです
[01:26:22] 。指揮
[01:26:24] 官することを提案します。人間の手がつい
[01:26:28] たラプチャーなどあまりにも
[01:26:31] だ立ち上がっ
[01:26:43] たな。何なんだ?あれは。
[01:26:47] 爆発したぞ。
[01:26:49] 今のはコーリングシグナル。何なのよ、本当に。来るぞ。準備しろ。だ
[01:27:01] [音楽]
[01:27:08] 完全勝利。
[01:27:10] はあ。この程度浅だ。
[01:27:14] あなたたち強いのね。
[01:27:17] 見た目とは違う。
[01:27:19] 何それはどういう意味だ?バカそうに見えたとでも言うのか?
[01:27:25] そうだ。正直だな。卵が動くぞ。
[01:27:56] これ以上集まるのか?
[01:27:59] 私が片付けるわ。みんなは隠れて。
[01:28:00] [音楽]
[01:28:02] いいえ、その必要はないわ。
[01:28:06] 集まってくる気配がない。これ見て。さっき爆発した小さなプチャーについてたあれ。人間の手みたいに見えたもの。
[01:28:17] [音楽]
[01:28:32] いいことかどうかは知らないけど人間じゃ
[01:28:35] ない。2家の手だよ。機械でできてる。
[01:28:39] ラプチャーが2家のパーツを装着していた
[01:28:43] ということになるわね。2家とラプチャー
[01:28:46] のパーツに互感性はないはずよ。そうだね
[01:28:50] 。おまけにこれどう見ても無理やり
[01:28:54] くっつけた感じじゃないね。生えて
[01:28:58] るっていうかヘレティック。え、
[01:29:02] ニ家とラプチャーを融合させた存在がヘレティック。それならこれはヘレティックに近い何かよ。
[01:29:07] [音楽]
[01:29:13] この卵から生み出されているということ。ヘレティックはそれならこの辺りにあったものはまさかはい、わかりました。
[01:29:20] [音楽]
[01:29:29] 念のため指揮は距離を取り安全な場所で
[01:29:33] 待機してください
[01:29:34] [音楽]
[01:29:37] 。肉眼で確かめられることは全て確認し
[01:29:41] ました。周辺の卵の何かの中にあったもの
[01:29:45] は全て2家のパーツとラプチャーのパーツ
[01:29:49] が融合していました
[01:29:52] 。ただ融合の仕方に規則性がありません。
[01:29:59] 手当たり次第に組み合わせたかのように
[01:30:01] 感じられます。2家の客部とラプチャーの
[01:30:04] 客部が片方ずつになっている場合もあれば
[01:30:07] 、ラプチャーに2階の眼球だけが装着され
[01:30:11] たものもありました。不幸中の幸いという
[01:30:14] のか2家の頭部を持ったは発見されてい
[01:30:19] ません。はっきり言ってめちゃくちゃだね
[01:30:22] 。ラプチャーとニ家をばらして適当に混ぜ
[01:30:26] たみたいな感じ。
[01:30:31] いえ、やめておいた方が良いかと。正直に言って記憶消去要請したくなるほどです。話を聞くだけにとめておいてください。
[01:30:42] その方がいいよ、ベビー。おかしくなっちゃうかも。とりあえずサンプルとしていくつか持って帰るね。こんなところじゃまともに調査できないし、自分でやりたくもないから。
[01:30:58] こういうものこそMMR
[01:31:00] に丸投げでしょう。
[01:31:01] 卵からダークマターが溢れてきた。何か関係がありそうだ。
[01:31:08] そうだね。ダークマターって何のマシンでもあるんでしょ?多分職売みたいな作用をしてるんだろうね。アブソルートがダークマターのサンプルを持ち帰ってるみたいだし両方調べれば何か繋がりそう。
[01:31:23] ひょっとしたらヘレティック出現の謎に
[01:31:26] ヒントが見つかるかもね
[01:31:29] 。シンデレラ、そのあんまり聞かれたく
[01:31:34] ないことなのは分かってるけど1つ聞いて
[01:31:37] いい?参考になることは言えないわ。どう
[01:31:41] やってヘレティックになったのかは全く
[01:31:44] 覚えていないの。うん。やっぱりごめんね
[01:31:49] 。気にしないで。
[01:31:51] 素直に聞いてくれる方がいいわ。
[01:31:54] 気になることはもう1
[01:31:55] つ。お気づきでしたか?意見があって嬉しいです。コーリングシグナルはラプチャーを集結させる信号ですが、ロード以上の個体が使用するものです。卵から出てきたものはひとまず融合体と呼びますが、高く見てもそれほど上級とは考えられません。
[01:32:20] コーリングシグナルは使えないはずです。
[01:32:23] 私たちの知識の中ではだけどね。
[01:32:27] 他の個体も同等化それ以下の投球に見受けられましたが、コーリングシグナルの使用を試みていました。効果はなかったようですが。そうなります。当然ながらこのようなものが自然発生するとは考えにくいかと。
[01:32:49] 知性を持つ何者かの介入があったとする
[01:32:52] なら、それはレビアタンだと考えることが
[01:32:56] 妥当です
[01:32:58] 。指揮官、レビアタンは多くの情報を握っ
[01:33:03] ているはずです。それを引き出すためにも
[01:33:07] 捕獲を目標にすることが最善だと考えます
[01:33:11] 。可能性はあるわ。ヒモスは難しい
[01:33:15] でしょうけど、レビアタンなら試す価値は
[01:33:18] あるはずよ。そこまで強くないもの。その
[01:33:22] 通りです。レビアタンの戦闘力は突出して
[01:33:26] 高いものではありません。他の
[01:33:29] フォービーストが合流していれば話は
[01:33:32] 変われば見込みはあります
[01:33:38] 。ラジャー
[01:33:40] 分かったわ。
[01:33:47] マクスベルが笑っているぞ。とりあえず私も笑っておくか。と、そんなとこまで来ちゃったんだ。ヘレティックを生きたまま捕まえようなんて冗談みたいな話だよ。
[01:34:07] [音楽]
[01:34:15] 美しくない。気に入らないわ。
[01:34:18] そうね。あんなものを見せられて
[01:34:21] 見た目の話ではないわ。捨てられていたことが気に入らないの。作ったのなら責任を持つべきよ。それがどんな状態でどんなものでも
[01:34:26] [音楽]
[01:34:36] ラプチャーに同場してるの?
[01:34:38] いえ。
[01:34:39] あれを作った誰かの態度が気に入らないだけ。ふん。作ったのならどんな状態でもどんなものでも責任を持つべき。ふん。まあ、その通りね。作った人が自分で作ったものに最後まで責任を持つのなら、作られたものも作った人を捨てずに最後まで責任を果たさなきゃ。それがこの世の断りじゃない。
[01:35:08] 作った人と作られたものはいつもお互いの味方でないと。
[01:35:12] [音楽]
[01:35:13] そう。それが美しい関係よ。でももし作った人が悪い人だったら
[01:35:22] 私には何でもしてくれる人で自分のほとんど全てを投げ出してでも私を助けようとしてくれる。でもそれは私に対してだけ。
[01:35:34] 他の人の人生や尊厳は平気で踏みにじって
[01:35:38] 悪児という悪児は何でもやってる。私を
[01:35:42] もっと素晴らしいものにするためなら残酷
[01:35:45] なことだって迷わずする。そういう時って
[01:35:48] どうしたらいい?作られたものは本当に
[01:35:52] 作った人を大事にし続けるべき?考えた
[01:35:56] こともなかったわ。確かにそういうことが
[01:36:00] 起こるかもしれないわね。
[01:36:03] 大切な人が取り返しのつかないとても
[01:36:08] 恐ろしいことをしてしまったことがあった
[01:36:10] わ。私は許せなかった。でもこれとは少し
[01:36:16] 違う話ね。全てを捧げてくれるほどの人
[01:36:20] ならきっとただ大切な人以上の存在でしょ
[01:36:25] 。うん。だから聞いたのか。
[01:36:28] がもしんなったら難しすぎる問題ね。でしょ。やっぱそうだよね。悪物は倒すんだ。マクスウェル。それがヒーローのするべきことだ。
[01:36:50] それが大切な人でもしマクスウェルとドレイクが悪になったなら私は迷わず倒すぞ。
[01:36:59] なぜだ?殺さないでくれ。
[01:37:02] 私にとってどんな人かは関係ないんだ。その人がどういう存在か。そして私がどのような存在か。それが大事なんだ。私はヒーローだ。悪を倒し、正義を守る。
[01:37:19] 私にとってどれほどいい人だとしても、
[01:37:22] 世界にとって悪物だというのなら、それは
[01:37:25] やっぱり悪なんだ。私は世界を守る
[01:37:29] ヒーローだ。だからみんなにとっての
[01:37:33] ヒーローでないといけないんだ。いい人で
[01:37:36] も悪い人でも誰にでも同じ存在でないと
[01:37:40] いけないんだ。世界を守るヒーローは特別
[01:37:44] 扱いしない。サプロス。
[01:37:47] 私はそう決めた。マクスウェル。いや、ずっと昔から決まっているんだ。今は他に解決の仕方がないか悩んでいるだけだ。
[01:37:59] そう。指揮感らしくない幼稚な質問です。そのような家庭には意味がありません。
[01:38:17] もしそのようなことがあれ
[01:38:20] ば指揮官に何か問題があるのでは世界を敵
[01:38:25] に回すなどとあまりにも明らか
[01:38:34] [音楽]
[01:38:40] に出てきてもいい頃ね
[01:38:45] そろそろ来るはずよ。
[01:38:46] これだけ音を立てて戦った。気づかない方がおかしい。ここにいない可能性は怖くて出てこないって可能性もあるんじゃない?
[01:39:00] 必ず来る。
[01:39:03] 私のヒーロー力が反応した。
[01:39:06] 私のビランも反応したぞ。
[01:39:10] 正面から波が来る。
[01:39:12] 後ろから波が来る。
[01:39:14] あなたたちね。大波が来ます。
[01:39:26] 前後両方だ。ライターズスポイラーでも2
[01:39:27] つは対応できない。突破する必要がある。
[01:39:31] 私に任せろ。プラスバスター。
[01:39:44] そんな必100%
[01:39:48] ではダメなのか。ならば1000%だ。
[01:39:51] 最大出力はいくつ?
[01:39:54] 無限大パーセだ。
[01:39:57] 誰かアーセントの意味を教えてあげてくれる?
[01:40:03] 今回だけは私が力を貸してやる。
[01:40:04] [音楽]
[01:40:08] ちなみに今から出すのは私の1
[01:40:09] 番弱い攻撃だ。
[01:40:11] その割には力を入れているの。顔に出ている。
[01:40:13] [音楽]
[01:40:16] 相手を油断させるための作戦だ。グレグレ。お前もビランなら覚えておくべきだ。
[01:40:23] グレグレではない。ビランでもない。
[01:40:24] [音楽]
[01:40:27] 行くぞ。私に合わせろ。
[01:40:30] いいだろう。今回だけだぞ。ビラン。
[01:40:34] 元から同じチームでしょうが。エレクトリックパワーフルチャージオーバードライブメティスキャノン
[01:40:44] メティスバスター
[01:40:47] 名前ぐらい揃えなさいよ。
[01:40:49] あと私抜きでメティスを名乗らないでくれる?見事だ。
[01:41:01] [音楽]
[01:41:06] 美しいわ。
[01:41:12] すごいと言ったか?グレぐレ。まだだ。
[01:41:14] [音楽]
[01:41:16] 足の指1本分の力しか使ってないぞ。
[01:41:20] 私のヒーロースピリットが美しいと言ってくれたのか。シンデレラ君のヒーロースピリットも美しいぞ。
[01:41:28] 前言は撤回する。
[01:41:30] 私も
[01:41:34] 指揮官。私のドリルでも突破できます。今回は使用しなかっただけです。みんな後ろからも来てるって忘れてないよね。
[01:41:46] 絶好の機会です。見ていてください
[01:41:52] 。まさか信じていただけないのですか?私
[01:41:57] は指揮官を誰よりも信頼しています。
[01:42:06] [音楽]
[01:42:09] 指揮感は私のことをはあ。う、
[01:42:32] 捕まえた。
[01:42:34] なんで分かったの?悔しい。
[01:42:43] あ、波が消えてる。
[01:42:46] コントロールしてる方がなったから逃げ。
[01:42:58] 辺りにダークマターがないことは確認しているわ。
[01:43:02] 逃しはしない。
[01:43:03] 動くな、ヘレディック。動けば撃つ。
[01:43:07] 呼吸をするくらいは構わんぞ。子供みたいじゃない?本当にヘレティックなの?
[01:43:14] あなたには聞きたいことがたくさんあるわ。
[01:43:17] 隠さず話せ。
[01:43:25] このような状況でする話は一般的に対話と
[01:43:29] 言わないと思いますか
[01:43:33] [音楽]
