# NIKKE 第31章 转录
视频ID: yPdi283EIk4
[00:59:56] だけ敵をむき出しにしておいて簡単に
[00:59:56] だけ敵をむき出しにしておいて簡単に
[00:59:59] 引き下がるんだ
[00:59:59] 引き下がるんだ
[01:00:03] な指揮官の言う通りヘレティックの復活が
[01:00:03] な指揮官の言う通りヘレティックの復活が
[01:00:06] 目的ではないかもしれないと思った
[01:00:06] 目的ではないかもしれないと思った
[01:00:12] だけ説明しろグレイブは負傷した状態で賛
[01:00:12] だけ説明しろグレイブは負傷した状態で賛
[01:00:15] がないと分かっていたはずそれでも棺を
[01:00:15] がないと分かっていたはずそれでも棺を
[01:00:18] 取り戻すためにベヒモスを追っていた
[01:00:18] 取り戻すためにベヒモスを追っていた
[01:00:22] そもそもそれ以前から棺のことを自分より
[01:00:22] そもそもそれ以前から棺のことを自分より
[01:00:25] 大切にしていたようだったの宝とも言って
[01:00:25] 大切にしていたようだったの宝とも言って
[01:00:26] いた
[01:00:26] いた
[01:00:29] どう説明すればいいかわからないけれど
[01:00:29] どう説明すればいいかわからないけれど
[01:00:33] 人類の敵悪意の塊であるヘレティックを
[01:00:33] 人類の敵悪意の塊であるヘレティックを
[01:00:38] 復活させることが目的というには彼女
[01:00:38] 復活させることが目的というには彼女
[01:00:43] があまりに一途で純粋に見えた
[01:00:43] があまりに一途で純粋に見えた
[01:00:48] から考えてみればずっとそうだった私たち
[01:00:48] から考えてみればずっとそうだった私たち
[01:00:53] と敵対したのは私が先に引き金を引いたせ
[01:00:53] と敵対したのは私が先に引き金を引いたせ
[01:00:58] 興奮していてそこまで考えばなかった
[01:00:58] 興奮していてそこまで考えばなかった
[01:01:02] わまだ完全に疑いが解けたわけじゃない
[01:01:02] わまだ完全に疑いが解けたわけじゃない
[01:01:05] ヘレティックを目覚めさせることに一途で
[01:01:05] ヘレティックを目覚めさせることに一途で
[01:01:09] 純粋なのかもしれないでも話す余地はある
[01:01:09] 純粋なのかもしれないでも話す余地はある
[01:01:14] と思ったのもし私の思い込みだったのなら
[01:01:14] と思ったのもし私の思い込みだったのなら
[01:01:57] 人間私に何をした語がしていたので交換し
[01:01:57] 人間私に何をした語がしていたので交換し
